Order_ID,Customer_ID,Customer_Age,Customer_Type,Restaurant_Name,Restaurant_Rating,Cuisine,Order_Value,Discount_Applied,Payment_Method,Distance,Traffic_Level,Weather,Delivery_Time,Late_Delivery,Partner_Experience_Years,Vehicle_Type,Order_Time,Day_of_Week,Is_Weekend,Festival_Season,Delivery_Status
151,3600,59,Regular,Urban Kitchen,4.7,Fast Food,705.38,37.56,Card,12.18,Low,Stormy,95.4,1,5.0,Bike,2025-01-19 16:55:00,Sunday,1,0,Late
152,2335,18,New,Spicy Hub,3.8,Italian,653.87,25.1,Cash,13.23,Low,Stormy,103.12,1,4.9,Bike,2025-02-10 14:41:00,Monday,0,0,Late
153,4736,36,Premium,Food Palace,3.8,Desserts,924.46,9.55,UPI,2.55,Medium,Stormy,23.98,0,2.1,Cycle,2025-01-06 21:21:00,Monday,0,0,On-Time
154,1893,28,Regular,Food Palace,3.5,Italian,194.2,0.71,Card,14.83,Medium,Stormy,115.71,1,2.4,Cycle,2025-03-11 12:42:00,Tuesday,0,0,Late
155,1083,55,New,Urban Kitchen,3.4,Chinese,1147.46,31.45,Card,2.25,Low,Rainy,23.64,0,2.4,Cycle,2025-01-10 03:41:00,Friday,0,0,On-Time
156,1827,19,New,Urban Kitchen,3.9,Italian,794.08,6.68,Cash,14.88,Medium,Clear,95.48,1,1.5,Cycle,2025-01-29 00:41:00,Wednesday,0,0,Late
157,3691,42,Premium,Spicy Hub,4.2,Fast Food,688.32,9.23,Card,3.47,Medium,Rainy,27.16,0,1.5,Scooter,2025-01-22 12:35:00,Wednesday,0,0,On-Time
158,1386,36,New,Spicy Hub,3.7,Chinese,210.73,38.76,Card,13.37,High,Rainy,135.96,1,4.7,Cycle,2025-02-11 03:44:00,Tuesday,0,0,Late
159,4895,19,Premium,Food Palace,3.8,Desserts,946.15,27.84,Cash,3.15,Medium,Rainy,26.46,0,4.2,Bike,2025-03-02 14:34:00,Sunday,1,0,On-Time
160,3610,27,New,Urban Kitchen,4.1,Chinese,772.59,23.2,UPI,2.28,Low,Stormy,18.53,0,4.4,Bike,2025-03-26 08:42:00,Wednesday,0,0,On-Time
161,4291,40,Regular,Food Palace,4.8,Indian,1153.43,34.49,Cash,12.33,High,Clear,96.47,1,3.4,Bike,2025-02-01 14:05:00,Saturday,1,0,Late
162,1435,58,Premium,Food Palace,3.8,Desserts,541.32,10.39,Card,11.13,Medium,Clear,48.33,1,2.7,Scooter,2025-03-24 05:15:00,Monday,0,0,Late
163,1874,23,New,Food Palace,4.4,Desserts,229.94,34.05,Card,7.93,High,Clear,68.86,1,2.7,Bike,2025-02-23 11:21:00,Sunday,1,0,Late
164,4887,42,Premium,Urban Kitchen,3.7,Indian,861.92,22.63,Cash,4.74,Low,Rainy,36.61,0,4.5,Bike,2025-01-29 02:27:00,Wednesday,0,0,On-Time
165,1576,45,Regular,Spicy Hub,4.7,Indian,1060.66,28.33,UPI,12.72,Medium,Clear,74.65,1,3.6,Scooter,2025-01-09 12:54:00,Thursday,0,0,Late
166,1502,43,Premium,Food Palace,4.5,Fast Food,316.54,35.23,Cash,13.21,Low,Clear,79.38,1,0.6,Bike,2025-03-16 22:24:00,Sunday,1,0,Late
167,4714,32,New,Food Palace,3.7,Chinese,930.68,6.43,Card,12.45,Medium,Stormy,139.39,1,4.2,Scooter,2025-03-03 01:01:00,Monday,0,1,Late
168,3707,36,Premium,Spicy Hub,3.6,Italian,797.77,39.25,Card,9.85,Medium,Clear,58.15,1,1.7,Cycle,2025-01-01 21:28:00,Wednesday,0,0,Late
169,2334,24,Regular,Urban Kitchen,4.6,Italian,262.33,30.44,Card,8.58,Medium,Rainy,67.33,1,4.8,Cycle,2025-03-01 21:29:00,Saturday,1,0,Cancelled
170,4334,59,New,Urban Kitchen,4.9,Chinese,257.64,37.49,Cash,10.63,Medium,Stormy,82.05,1,0.8,Bike,2025-02-10 04:59:00,Monday,0,0,Late
171,4414,21,Premium,Food Palace,3.1,Chinese,761.28,13.84,Cash,9.69,Low,Stormy,98.11,1,0.7,Scooter,2025-02-15 18:46:00,Saturday,1,0,Late
172,4027,46,Regular,Spicy Hub,4.9,Italian,937.13,5.2,UPI,11.62,Medium,Rainy,61.8,1,0.6,Cycle,2025-03-14 15:36:00,Friday,0,0,Late
173,1988,21,Premium,Food Palace,4.0,Fast Food,958.93,27.33,Cash,7.24,Low,Stormy,64.98,1,1.7,Bike,2025-03-21 21:26:00,Friday,0,0,Late
174,4657,18,New,Spicy Hub,3.9,Desserts,321.81,31.79,Cash,10.71,Medium,Clear,57.21,1,1.5,Scooter,2025-03-09 17:42:00,Sunday,1,0,Late
175,1509,51,Regular,Urban Kitchen,4.3,Desserts,436.92,38.03,UPI,3.11,Low,Stormy,31.42,0,2.4,Bike,2025-02-24 04:37:00,Monday,0,0,On-Time
176,1627,37,New,Spicy Hub,4.3,Indian,567.47,10.97,UPI,14.78,High,Rainy,171.75,1,2.3,Bike,2025-03-08 22:09:00,Saturday,1,0,Late
177,4785,59,Regular,Food Palace,3.4,Indian,182.69,26.07,Card,6.16,High,Clear,46.31,1,4.4,Cycle,2025-02-27 07:23:00,Thursday,0,0,Late
178,1479,22,Premium,Spicy Hub,3.4,Italian,1062.05,31.06,Card,11.79,High,Stormy,136.09,1,4.3,Cycle,2025-03-20 17:56:00,Thursday,0,0,Late
179,4249,57,Regular,Spicy Hub,3.3,Indian,184.15,36.83,Card,9.63,Low,Stormy,66.65,1,4.1,Cycle,2025-03-07 16:16:00,Friday,0,0,Late
180,4099,45,Regular,Food Palace,3.3,Chinese,869.84,17.21,UPI,3.81,Low,Rainy,23.4,0,2.7,Cycle,2025-01-09 19:17:00,Thursday,0,0,On-Time
181,2786,30,Premium,Food Palace,3.5,Italian,987.44,12.41,Card,7.37,Low,Rainy,37.09,0,0.6,Scooter,2025-02-26 22:21:00,Wednesday,0,0,On-Time
182,4608,24,Premium,Spicy Hub,4.0,Fast Food,780.02,11.67,Cash,10.73,High,Clear,78.59,1,4.4,Scooter,2025-02-26 08:07:00,Wednesday,0,0,Late
183,4666,27,Premium,Spicy Hub,4.0,Chinese,260.18,9.68,UPI,14.81,High,Stormy,150.19,1,1.1,Bike,2025-01-30 00:26:00,Thursday,0,0,Cancelled
184,4655,25,Premium,Spicy Hub,4.4,Italian,737.63,0.39,Cash,5.57,Low,Stormy,35.06,0,2.8,Cycle,2025-01-03 21:39:00,Friday,0,0,On-Time
185,2245,40,New,Urban Kitchen,3.1,Indian,232.51,15.88,Cash,2.86,Low,Rainy,25.28,0,3.1,Bike,2025-02-14 15:52:00,Friday,0,0,On-Time
186,4680,27,Premium,Spicy Hub,3.4,Indian,325.86,4.18,Cash,9.91,Medium,Rainy,57.04,1,3.7,Scooter,2025-01-28 21:32:00,Tuesday,0,0,Late
187,3393,59,Premium,Spicy Hub,3.1,Chinese,718.36,28.36,UPI,13.19,High,Rainy,125.1,1,3.7,Cycle,2025-01-24 08:17:00,Friday,0,0,Late
188,3620,26,Premium,Spicy Hub,4.6,Italian,234.12,35.79,Cash,8.67,High,Rainy,74.23,1,4.2,Bike,2025-02-20 04:58:00,Thursday,0,0,Late
189,4452,46,Regular,Food Palace,4.1,Desserts,918.17,3.27,UPI,1.84,High,Rainy,23.65,0,1.6,Scooter,2025-03-16 21:20:00,Sunday,1,0,On-Time
190,4916,40,Premium,Food Palace,3.4,Indian,1174.66,13.48,Card,3.55,Low,Stormy,32.01,0,4.1,Cycle,2025-01-17 13:36:00,Friday,0,0,On-Time
191,1529,57,Regular,Spicy Hub,4.1,Chinese,905.16,9.14,Card,14.95,High,Stormy,160.31,1,4.9,Scooter,2025-01-21 14:52:00,Tuesday,0,0,Late
192,4210,52,Regular,Spicy Hub,4.4,Chinese,225.81,1.23,Cash,4.61,Medium,Stormy,50.56,1,2.6,Bike,2025-03-06 18:50:00,Thursday,0,0,Late
193,4215,56,Premium,Spicy Hub,4.5,Chinese,596.77,13.84,UPI,6.19,High,Clear,37.93,0,4.9,Scooter,2025-03-31 04:53:00,Monday,0,0,On-Time
194,3283,28,Premium,Food Palace,4.2,Desserts,610.55,29.01,Cash,7.81,High,Clear,74.61,1,4.4,Scooter,2025-01-04 07:40:00,Saturday,1,0,Cancelled
195,2263,24,Premium,Urban Kitchen,3.6,Chinese,771.97,36.49,Cash,3.95,Low,Stormy,46.39,1,3.3,Scooter,2025-03-28 06:07:00,Friday,0,1,Late
196,4776,57,New,Urban Kitchen,3.3,Desserts,901.62,36.36,UPI,3.52,Medium,Clear,26.78,0,1.6,Bike,2025-02-03 12:58:00,Monday,0,0,On-Time
197,2836,31,New,Urban Kitchen,4.7,Chinese,666.89,9.89,UPI,13.19,Medium,Rainy,89.71,1,2.5,Cycle,2025-01-13 16:25:00,Monday,0,0,Late
198,1901,54,Premium,Urban Kitchen,4.2,Italian,321.7,15.64,Card,14.57,Medium,Clear,82.04,1,1.7,Cycle,2025-02-06 19:00:00,Thursday,0,0,Late
199,2754,38,Regular,Food Palace,4.5,Indian,287.42,38.79,UPI,7.35,Medium,Rainy,41.93,0,1.6,Bike,2025-03-10 09:14:00,Monday,0,0,On-Time
200,3681,60,New,Food Palace,4.0,Fast Food,503.85,33.16,UPI,7.03,High,Stormy,79.97,1,1.6,Bike,2025-03-06 03:40:00,Thursday,0,0,Late
201,1987,58,Regular,Food Palace,3.3,Chinese,326.0,1.47,Card,11.31,Low,Stormy,94.98,1,3.5,Bike,2025-01-12 13:39:00,Sunday,1,0,Late
202,2409,39,Regular,Food Palace,4.6,Italian,764.62,34.73,Cash,3.88,Low,Stormy,31.65,0,1.0,Scooter,2025-02-22 10:15:00,Saturday,1,0,On-Time
203,4131,51,New,Spicy Hub,4.1,Italian,1133.44,1.57,Card,2.71,Low,Rainy,23.73,0,2.5,Bike,2025-02-11 22:13:00,Tuesday,0,0,On-Time
204,1214,51,Regular,Urban Kitchen,4.0,Italian,193.65,5.93,Cash,14.81,Low,Clear,63.25,1,4.8,Cycle,2025-01-18 01:11:00,Saturday,1,0,Late
205,1422,59,New,Spicy Hub,4.3,Fast Food,1061.31,18.19,Cash,8.22,High,Rainy,75.16,1,2.7,Scooter,2025-03-24 14:34:00,Monday,0,0,Late
206,4209,47,Regular,Spicy Hub,3.1,Chinese,473.33,28.19,Cash,3.83,Low,Clear,37.25,0,3.5,Cycle,2025-01-25 07:42:00,Saturday,1,1,On-Time
207,2204,45,New,Spicy Hub,4.3,Indian,615.94,34.73,UPI,3.48,Medium,Rainy,40.19,0,3.6,Bike,2025-03-08 16:59:00,Saturday,1,0,On-Time
208,4104,50,New,Urban Kitchen,4.4,Fast Food,672.03,24.71,Cash,13.16,Medium,Clear,57.99,1,3.1,Scooter,2025-02-11 00:15:00,Tuesday,0,0,Late
209,1728,51,Premium,Spicy Hub,4.4,Fast Food,860.34,8.63,Card,10.22,Medium,Clear,68.85,1,2.3,Cycle,2025-01-18 09:04:00,Saturday,1,0,Late
210,1974,37,Regular,Food Palace,4.3,Fast Food,1199.38,1.93,Cash,14.68,Medium,Clear,92.44,1,2.3,Bike,2025-03-18 20:07:00,Tuesday,0,0,Cancelled
211,1560,36,Regular,Spicy Hub,4.1,Fast Food,925.37,35.14,Card,6.66,Medium,Clear,43.69,0,2.0,Scooter,2025-01-13 04:05:00,Monday,0,0,On-Time
212,4599,40,Premium,Spicy Hub,4.5,Desserts,987.7,17.42,Cash,12.45,Low,Rainy,71.21,1,1.0,Cycle,2025-02-17 21:16:00,Monday,0,0,Late
213,2892,44,New,Urban Kitchen,3.6,Chinese,534.78,15.85,Cash,10.74,High,Stormy,106.65,1,2.2,Bike,2025-01-02 01:05:00,Thursday,0,0,Late
214,1206,49,New,Urban Kitchen,3.7,Italian,388.63,2.93,Cash,9.45,Low,Clear,47.38,1,3.5,Scooter,2025-03-31 19:04:00,Monday,0,0,Late
215,1725,21,Premium,Urban Kitchen,3.8,Italian,1056.5,20.76,Cash,7.71,Medium,Clear,40.97,0,0.6,Bike,2025-03-26 15:28:00,Wednesday,0,0,On-Time
216,2433,52,Premium,Spicy Hub,3.8,Chinese,759.18,21.34,Cash,9.51,High,Rainy,152.71,1,3.9,Cycle,2025-01-25 07:09:00,Saturday,1,1,Late
217,4078,52,Regular,Urban Kitchen,4.9,Chinese,169.14,7.83,Card,1.11,Low,Rainy,13.14,0,3.4,Scooter,2025-02-13 06:00:00,Thursday,0,0,On-Time
218,1781,52,New,Spicy Hub,4.9,Indian,213.28,37.38,Card,5.92,Medium,Stormy,69.49,1,1.0,Scooter,2025-02-10 04:13:00,Monday,0,1,Late
219,4618,44,New,Food Palace,3.6,Indian,472.65,32.12,UPI,8.55,High,Clear,62.71,1,1.9,Bike,2025-02-14 20:32:00,Friday,0,0,Late
220,4543,52,Regular,Urban Kitchen,3.5,Fast Food,584.23,4.88,Cash,3.54,Low,Stormy,26.67,0,3.6,Cycle,2025-03-06 01:39:00,Thursday,0,0,On-Time
221,1208,59,New,Urban Kitchen,4.4,Desserts,262.22,22.69,UPI,4.59,Medium,Stormy,43.99,0,4.8,Bike,2025-03-24 11:48:00,Monday,0,0,On-Time
222,2810,29,Premium,Food Palace,4.1,Desserts,195.58,25.33,UPI,14.32,High,Rainy,164.85,1,3.2,Cycle,2025-03-23 21:11:00,Sunday,1,0,Late
223,4108,40,New,Food Palace,3.5,Indian,372.65,24.44,UPI,6.75,Low,Clear,39.17,0,4.3,Cycle,2025-02-21 04:55:00,Friday,0,0,On-Time
224,5000,55,New,Urban Kitchen,3.5,Fast Food,969.55,10.99,Cash,12.52,Medium,Clear,83.63,1,2.4,Cycle,2025-02-02 23:24:00,Sunday,1,0,Late
225,1958,31,Regular,Food Palace,4.2,Desserts,624.36,23.46,UPI,3.35,Medium,Stormy,36.48,0,3.8,Cycle,2025-01-17 18:43:00,Friday,0,0,On-Time
226,1927,52,Regular,Spicy Hub,3.2,Fast Food,174.82,25.68,Card,9.5,High,Rainy,96.79,1,3.0,Cycle,2025-01-07 00:22:00,Tuesday,0,1,Late
227,3355,58,Regular,Urban Kitchen,4.2,Italian,671.61,39.51,Card,2.91,Medium,Clear,20.44,0,3.6,Scooter,2025-02-21 02:37:00,Friday,0,0,On-Time
228,3688,43,New,Urban Kitchen,4.4,Chinese,877.06,39.65,Card,2.8,High,Stormy,37.79,0,1.0,Cycle,2025-01-22 22:57:00,Wednesday,0,0,On-Time
229,1136,29,Premium,Urban Kitchen,3.5,Desserts,233.39,3.43,Card,13.52,Medium,Stormy,100.8,1,1.4,Bike,2025-01-21 05:31:00,Tuesday,0,0,Late
230,1052,45,New,Spicy Hub,3.7,Indian,222.9,20.76,Cash,1.95,High,Clear,17.84,0,4.1,Cycle,2025-03-31 21:25:00,Monday,0,0,On-Time
231,3468,55,New,Urban Kitchen,4.8,Indian,833.42,21.32,Cash,5.54,High,Stormy,67.66,1,2.0,Cycle,2025-02-27 08:14:00,Thursday,0,0,Late
232,2865,23,New,Urban Kitchen,4.3,Fast Food,735.67,29.23,Card,7.51,Low,Clear,53.15,1,0.8,Bike,2025-03-13 20:06:00,Thursday,0,1,Late
233,3803,57,Premium,Urban Kitchen,3.4,Chinese,874.51,8.04,UPI,8.5,Low,Stormy,61.83,1,0.9,Bike,2025-02-10 01:36:00,Monday,0,0,Late
234,3476,49,New,Urban Kitchen,3.7,Desserts,848.16,31.82,UPI,13.98,High,Clear,85.42,1,1.6,Cycle,2025-01-09 20:22:00,Thursday,0,0,Late
235,4188,21,New,Urban Kitchen,5.0,Desserts,1123.35,21.6,UPI,12.79,High,Rainy,111.37,1,2.8,Bike,2025-01-02 22:42:00,Thursday,0,0,Late
236,1241,45,Premium,Spicy Hub,4.5,Chinese,284.1,33.04,Card,11.95,Medium,Stormy,91.11,1,3.7,Scooter,2025-03-01 04:08:00,Saturday,1,0,Late
237,1724,59,Premium,Food Palace,3.5,Chinese,528.14,3.51,Card,14.12,Medium,Clear,68.17,1,3.0,Bike,2025-01-06 08:19:00,Monday,0,0,Late
238,1367,21,Premium,Spicy Hub,3.9,Fast Food,780.62,20.63,Card,13.87,Medium,Rainy,117.1,1,2.7,Bike,2025-01-23 09:46:00,Thursday,0,0,Late
239,4237,52,New,Urban Kitchen,3.4,Fast Food,1127.12,4.65,UPI,12.44,High,Rainy,124.71,1,2.2,Cycle,2025-01-13 05:31:00,Monday,0,0,Late
240,3627,56,New,Spicy Hub,4.6,Italian,979.53,12.19,UPI,2.13,Low,Clear,15.6,0,2.3,Cycle,2025-03-04 14:12:00,Tuesday,0,0,Cancelled
241,4847,43,Regular,Urban Kitchen,3.7,Fast Food,1174.39,25.64,UPI,12.51,High,Clear,115.99,1,1.1,Cycle,2025-03-30 14:48:00,Sunday,1,0,Late
242,2004,31,Regular,Urban Kitchen,4.0,Italian,786.57,30.59,Card,3.45,Medium,Stormy,30.89,0,2.8,Cycle,2025-02-18 07:26:00,Tuesday,0,0,On-Time
243,3902,58,New,Food Palace,3.7,Chinese,221.58,1.03,Card,2.89,Low,Clear,24.04,0,4.8,Bike,2025-01-12 07:25:00,Sunday,1,0,On-Time
244,1200,49,Premium,Spicy Hub,3.9,Italian,477.41,20.25,UPI,7.15,Low,Stormy,55.06,1,1.0,Scooter,2025-01-16 03:14:00,Thursday,0,0,Late
245,1386,21,Premium,Food Palace,4.2,Fast Food,832.71,6.08,Card,1.86,Medium,Stormy,24.89,0,4.0,Cycle,2025-03-18 04:38:00,Tuesday,0,1,On-Time
246,4194,29,New,Food Palace,5.0,Desserts,210.67,27.8,Card,14.77,Medium,Stormy,98.75,1,1.6,Scooter,2025-01-27 00:21:00,Monday,0,0,Late
247,4599,21,New,Spicy Hub,3.6,Desserts,256.1,27.69,Card,1.87,Low,Stormy,24.01,0,2.8,Bike,2025-02-26 19:09:00,Wednesday,0,0,On-Time
248,4013,57,Regular,Spicy Hub,4.2,Italian,471.57,24.96,Cash,8.38,Low,Clear,36.76,0,2.4,Cycle,2025-01-08 08:54:00,Wednesday,0,0,On-Time
249,1737,26,Regular,Spicy Hub,3.9,Desserts,354.35,14.71,UPI,6.8,High,Clear,54.41,1,4.2,Cycle,2025-01-02 07:56:00,Thursday,0,0,Late
250,3257,49,New,Food Palace,3.0,Desserts,586.96,19.25,Card,1.27,High,Rainy,19.12,0,1.7,Bike,2025-03-15 07:51:00,Saturday,1,0,On-Time
251,3578,35,Regular,Urban Kitchen,4.1,Fast Food,375.96,0.48,Cash,4.38,Low,Stormy,42.06,0,4.9,Cycle,2025-01-09 01:41:00,Thursday,0,0,On-Time
252,2061,43,Regular,Urban Kitchen,4.0,Fast Food,265.22,21.92,UPI,7.36,Medium,Stormy,52.61,1,4.3,Bike,2025-02-18 08:20:00,Tuesday,0,0,Late
253,1138,35,Regular,Food Palace,3.3,Chinese,490.91,29.49,Cash,7.66,Low,Rainy,45.03,1,2.2,Scooter,2025-03-18 05:55:00,Tuesday,0,0,Late
254,2857,47,New,Food Palace,4.6,Desserts,1086.69,38.21,Card,12.02,Low,Rainy,75.57,1,1.9,Bike,2025-02-05 11:54:00,Wednesday,0,0,Cancelled
255,3760,46,Regular,Spicy Hub,3.5,Italian,1032.92,1.54,Cash,13.62,Medium,Stormy,120.07,1,2.6,Cycle,2025-02-26 01:17:00,Wednesday,0,0,Late
256,3142,27,Regular,Food Palace,4.8,Desserts,818.5,24.56,UPI,1.93,Low,Rainy,18.62,0,2.8,Bike,2025-03-16 02:58:00,Sunday,1,0,On-Time
257,4773,21,Regular,Food Palace,4.0,Fast Food,864.24,1.67,Card,2.19,Low,Clear,12.24,0,3.7,Cycle,2025-01-01 16:31:00,Wednesday,0,0,On-Time
258,3932,35,New,Spicy Hub,3.0,Desserts,1154.33,29.5,UPI,5.95,Low,Clear,30.88,0,1.8,Scooter,2025-01-28 11:46:00,Tuesday,0,0,On-Time
259,3290,44,Premium,Urban Kitchen,4.3,Desserts,344.46,6.96,Cash,2.38,High,Clear,22.49,0,3.5,Bike,2025-01-08 20:53:00,Wednesday,0,0,On-Time
260,1779,35,Premium,Spicy Hub,3.0,Chinese,236.28,38.71,Cash,5.14,Low,Stormy,48.85,1,4.0,Scooter,2025-02-15 01:44:00,Saturday,1,0,Late
261,1136,20,New,Food Palace,3.4,Fast Food,277.46,24.6,Cash,11.84,High,Rainy,117.71,1,3.4,Bike,2025-01-18 19:16:00,Saturday,1,0,Late
262,1640,31,Premium,Food Palace,4.9,Chinese,988.65,11.71,Card,14.72,Medium,Rainy,104.38,1,3.2,Bike,2025-01-31 13:48:00,Friday,0,0,Cancelled
263,2286,37,New,Food Palace,4.6,Italian,839.3,5.12,Card,5.74,Low,Stormy,38.54,0,4.7,Bike,2025-02-26 01:21:00,Wednesday,0,0,On-Time
264,2369,57,New,Spicy Hub,3.9,Indian,611.38,24.52,UPI,14.2,High,Rainy,95.79,1,1.6,Bike,2025-02-17 08:41:00,Monday,0,0,Late
265,4436,43,Regular,Food Palace,4.8,Italian,828.1,11.44,Cash,12.42,High,Clear,114.51,1,4.4,Bike,2025-01-26 01:59:00,Sunday,1,0,Late
266,4669,25,Regular,Spicy Hub,3.5,Fast Food,942.79,18.42,Cash,12.79,Medium,Clear,78.16,1,3.8,Bike,2025-03-24 04:20:00,Monday,0,0,Late
267,2905,43,New,Food Palace,3.4,Indian,722.28,39.39,Cash,14.12,Low,Rainy,66.78,1,0.7,Bike,2025-01-27 16:00:00,Monday,0,0,Late
268,1007,55,Regular,Urban Kitchen,4.5,Indian,1008.67,8.54,Cash,8.08,Medium,Stormy,76.99,1,4.3,Scooter,2025-01-31 23:17:00,Friday,0,0,Late
269,4387,32,Premium,Spicy Hub,4.2,Desserts,683.78,11.9,Cash,8.91,Medium,Stormy,105.62,1,3.6,Bike,2025-02-16 09:12:00,Sunday,1,0,Late
270,3664,25,Regular,Food Palace,4.5,Indian,318.08,18.46,Card,1.13,Medium,Stormy,19.62,0,1.6,Bike,2025-01-14 11:13:00,Tuesday,0,0,On-Time
271,4915,56,Premium,Food Palace,3.2,Chinese,571.57,32.0,Card,3.86,High,Stormy,57.73,1,3.0,Cycle,2025-03-02 06:31:00,Sunday,1,0,Late
272,2145,45,Regular,Food Palace,3.4,Italian,523.15,31.35,Cash,8.76,Medium,Clear,62.22,1,0.5,Scooter,2025-01-04 10:52:00,Saturday,1,0,Late
273,4156,35,New,Spicy Hub,4.5,Italian,362.6,38.32,Card,6.15,Low,Rainy,38.17,0,2.0,Bike,2025-03-30 05:00:00,Sunday,1,0,On-Time
274,1906,38,Regular,Urban Kitchen,4.8,Indian,1196.15,14.73,Cash,7.28,Low,Stormy,74.67,1,3.7,Cycle,2025-02-16 20:56:00,Sunday,1,0,Late
275,1524,36,Regular,Spicy Hub,3.8,Italian,583.25,27.82,Card,1.05,Low,Stormy,15.21,0,3.3,Cycle,2025-03-14 06:12:00,Friday,0,0,On-Time
276,4978,30,Premium,Food Palace,3.2,Fast Food,767.61,19.24,Cash,9.99,Low,Clear,49.37,1,0.8,Bike,2025-01-21 10:53:00,Tuesday,0,0,Late
277,1736,36,Regular,Spicy Hub,4.1,Indian,783.66,27.06,Card,12.27,High,Clear,110.19,1,1.7,Bike,2025-03-22 14:32:00,Saturday,1,0,Late
278,4379,31,New,Spicy Hub,3.2,Fast Food,211.48,13.37,Cash,11.99,High,Clear,89.91,1,3.7,Bike,2025-01-09 16:10:00,Thursday,0,0,Late
279,1073,29,Regular,Urban Kitchen,3.9,Desserts,304.83,13.13,UPI,7.08,High,Clear,51.85,1,0.9,Cycle,2025-01-26 21:49:00,Sunday,1,0,Late
280,1519,29,New,Urban Kitchen,4.5,Fast Food,1198.26,37.32,Card,10.0,Medium,Stormy,90.96,1,2.4,Cycle,2025-02-13 22:38:00,Thursday,0,0,Late
281,2520,54,New,Food Palace,3.2,Indian,580.4,33.59,UPI,6.37,Medium,Stormy,67.2,1,3.1,Scooter,2025-01-18 11:11:00,Saturday,1,0,Late
282,1949,47,Premium,Urban Kitchen,3.7,Fast Food,501.24,1.05,Cash,1.34,High,Stormy,18.99,0,4.2,Scooter,2025-01-23 05:37:00,Thursday,0,0,On-Time
283,1458,50,New,Urban Kitchen,3.6,Italian,1137.71,10.37,UPI,7.02,Low,Rainy,57.22,1,4.4,Cycle,2025-02-15 20:10:00,Saturday,1,0,Late
284,2800,35,Regular,Urban Kitchen,4.6,Italian,631.1,19.32,Card,2.87,Medium,Rainy,27.43,0,0.9,Bike,2025-02-10 05:37:00,Monday,0,0,On-Time
285,3123,26,Regular,Food Palace,3.9,Chinese,915.98,30.62,UPI,3.22,High,Clear,27.71,0,3.2,Scooter,2025-03-23 19:18:00,Sunday,1,0,On-Time
286,4200,36,Regular,Urban Kitchen,4.3,Chinese,1154.45,2.76,Cash,1.8,Medium,Stormy,18.41,0,1.8,Bike,2025-01-09 07:08:00,Thursday,0,0,On-Time
287,3599,54,Premium,Spicy Hub,4.8,Indian,412.02,10.88,Cash,11.63,Low,Rainy,74.17,1,2.5,Bike,2025-03-20 19:32:00,Thursday,0,0,Late
288,4152,54,New,Urban Kitchen,4.0,Fast Food,185.29,2.51,UPI,13.69,Medium,Stormy,113.9,1,1.1,Bike,2025-01-23 07:33:00,Thursday,0,0,Late
289,1408,30,Regular,Spicy Hub,3.7,Desserts,1094.83,0.87,Cash,10.29,Medium,Rainy,89.05,1,4.8,Cycle,2025-02-02 06:09:00,Sunday,1,0,Cancelled
290,3469,30,Premium,Food Palace,3.1,Italian,589.73,10.41,Card,11.23,Medium,Stormy,84.02,1,4.9,Bike,2025-01-01 21:02:00,Wednesday,0,0,Late
291,4919,21,New,Food Palace,3.4,Fast Food,743.6,18.56,Card,14.61,Medium,Clear,70.42,1,3.2,Scooter,2025-01-28 03:43:00,Tuesday,0,0,Late
292,3827,42,Regular,Food Palace,3.3,Fast Food,386.58,10.04,Cash,12.91,High,Stormy,130.96,1,3.0,Cycle,2025-01-21 18:28:00,Tuesday,0,0,Late
293,1463,37,Premium,Food Palace,4.7,Desserts,908.96,2.71,Cash,10.91,High,Clear,59.06,1,2.9,Scooter,2025-01-03 01:19:00,Friday,0,0,Late
294,3130,52,Premium,Spicy Hub,4.0,Italian,324.06,37.83,UPI,12.9,Medium,Clear,79.96,1,3.5,Bike,2025-02-01 16:58:00,Saturday,1,0,Late
295,4016,51,Regular,Urban Kitchen,4.3,Fast Food,722.7,2.49,UPI,8.18,Medium,Rainy,55.26,1,4.1,Bike,2025-01-31 07:56:00,Friday,0,0,Late
296,1814,22,New,Spicy Hub,4.6,Chinese,361.43,10.34,Card,3.31,Low,Rainy,27.02,0,2.0,Bike,2025-02-18 18:19:00,Tuesday,0,0,On-Time
297,3594,50,New,Spicy Hub,3.4,Indian,1071.72,35.18,UPI,13.19,High,Stormy,133.46,1,1.6,Scooter,2025-03-26 23:57:00,Wednesday,0,0,Late
298,1607,21,Regular,Urban Kitchen,4.5,Chinese,178.53,2.61,Cash,7.5,Low,Clear,38.07,0,4.6,Cycle,2025-02-28 15:39:00,Friday,0,0,On-Time
299,3754,42,Regular,Food Palace,3.2,Italian,839.62,32.88,Cash,6.33,Medium,Clear,50.95,1,4.0,Scooter,2025-02-01 19:14:00,Saturday,1,0,Cancelled
300,1965,49,Premium,Food Palace,4.0,Indian,451.49,31.71,UPI,9.09,High,Clear,82.18,1,3.4,Cycle,2025-03-29 16:34:00,Saturday,1,0,Late
301,3960,56,Premium,Urban Kitchen,4.8,Desserts,709.68,6.32,Cash,10.74,Medium,Stormy,99.2,1,4.1,Bike,2025-02-01 04:37:00,Saturday,1,0,Late
302,1485,33,Regular,Urban Kitchen,4.8,Indian,440.75,39.34,Card,2.97,High,Clear,24.48,0,1.4,Scooter,2025-02-12 04:37:00,Wednesday,0,0,On-Time
